cityid,urbanArea,Albedo,Evapotranspiration,Specific_humidity,Total_precipitation_rate,Rain_precipitation_rate,Air_temperature,Wind_speed,era5h11_temperature_2m,era5h11_total_precipitation,era5h11_total_precipitation_hourly,era5h11_wind_10m,era5m_temperature_2m,era5m_temperature_2m_max,era5m_temperature_2m_min,era5m_total_precipitation_sum,era5m_wind_10m,pop,Type,continent,continent_v,max_d_rsquared,max_t_rsquared,d_const,d_lnarea,d_lnlsi,d_NDVI,d_imp,city_d_rsquared,t_const,t_lnarea,t_lnlsi,t_NDVI,t_imp,city_t_rsquared,green_space_num,ndvi_imp_green_space_num,non_cool,have_turning_point,max_g_median,max_d_mean,max_d_median,max_t_mean,max_t_median,mean_ndvi,mean_isp
32595,139.3479477,15.29193375,6.60E-05,0.01533089,7.99E-05,7.99E-05,298.1626013,2.498680144,297.0746002,0.00376392,0.000229,0.555771604,296.7713174,304.9920545,289.4637951,0.235398282,0.613856348,1065297.664,4,Asia,2,0.199446342,0.666425532,-162.1344891,6.220009598,5.231886159,320.5014517,55.25050433,0.308729137,-9.379387,0.617353718,-0.59856771,6.42149408,2.449980631,0.640104068,41,26,0,26,1.307748429,132.1889348,139.9004585,1.880044375,1.827574187,0.570728232,0.777266901
32605,53.95535345,15.2196385,6.36E-05,0.015189846,7.87E-05,7.87E-05,298.2049961,2.508700118,297.0723946,0.003727936,0.00023,0.53904583,296.7228695,304.9620881,289.3040345,0.235514346,0.604600822,483908.7895,4,Asia,2,0.199446342,0.666425532,60.80877889,22.39853283,-23.8336961,-213.3879834,-6.88872066,0.077217147,-9.22297397,1.799493612,-2.191000292,-5.183093971,-2.007749588,0.643054992,31,21,0,21,1.892606172,136.1584585,133.0178794,2.427135226,2.312806273,0.59094955,0.853616121
32890,224.1763248,15.38012815,4.60E-05,0.006045533,1.93E-05,1.92E-05,297.5419534,4.047180662,295.6290098,0.001733841,0.000291,0.828639696,291.2028644,301.9148891,280.0555949,0.087621416,0.190840753,863619.7451,4,Asia,2,0.199446342,0.666425532,-288.9236539,8.89103297,36.03665292,230.6216428,259.8912778,0.101171946,-13.13246287,-0.102196381,1.988405331,17.51265781,6.407059003,0.552464121,52,27,0,27,1.233300161,163.414049,170.5524946,2.195885485,2.194063595,0.527146849,0.773782875
32902,83.31184852,14.62373132,0.000105,0.018640319,8.75E-05,8.75E-05,302.7308117,1.853461723,301.1029888,0.004541221,0.000383,0.619612567,299.971244,306.7217816,295.9829449,0.313478642,0.687312072,318430.5311,1,Asia,2,0.199446342,0.666425532,177.0622379,21.00540249,-46.14210446,-352.0000354,-46.53177822,0.055852525,-4.151465986,0.686604119,-0.985347279,-1.519885864,0.299711307,0.263744547,64,40,3,40,0.886983523,118.612889,108.2261633,1.068631203,0.98637248,0.551040462,0.586376073
33177,233.368398,13.03544636,0.000122,0.018232416,8.11E-05,8.11E-05,301.2342012,1.906412394,299.5081956,0.004165469,0.000285,0.472752586,298.7442959,304.084112,294.8420632,0.185819692,0.448170108,565537.3903,1,Asia,2,0.199446342,0.666425532,-159.6791586,13.19095195,-7.933038171,94.18834058,139.8156464,0.083666919,-7.246290482,0.601991327,-0.624153132,2.63581131,2.865004127,0.291643794,82,56,0,56,1.400306918,120.6741975,120.2835514,1.86543851,1.638456869,0.562385412,0.706648669
33198,104.4762902,13.24412436,0.000122,0.018373328,8.71E-05,8.71E-05,301.1903878,1.919133417,299.4733711,0.004404352,0.000288,0.571315222,298.7549271,304.2053026,294.8641428,0.190135592,0.561240071,273540.3435,1,Asia,2,0.199446342,0.666425532,-14.59712166,6.565810279,17.99095753,46.55105222,41.63095964,0.045110326,-10.60866604,0.502842937,-0.429793658,10.33181096,2.368952991,0.484081158,67,57,1,57,1.318432479,126.4327456,119.6660522,1.891861691,1.695657989,0.598741738,0.632270088
33211,55.33612322,12.62214154,0.000121,0.018005902,7.76E-05,7.76E-05,300.9712192,1.694746126,298.9991657,0.004342327,0.000286,0.382268327,298.2209352,303.6290088,294.3051337,0.191260246,0.385630867,165902.0381,1,Asia,2,0.199446342,0.666425532,-206.3912053,49.50319518,-159.5385521,-92.95503559,73.08705344,0.431966102,-6.293746363,0.44149689,-1.34861476,8.47302184,-0.349117651,0.388346927,35,25,0,25,1.105542385,108.7000955,102.6485451,1.367358347,1.224720067,0.575878511,0.591117137
33226,275.9106244,12.3032229,0.00012,0.017820056,6.95E-05,6.95E-05,301.1045158,1.505568065,298.9429533,0.004641517,0.000325,0.293745641,298.1332835,303.7978159,294.1150324,0.201757683,0.345855707,652404.0143,1,Asia,2,0.199446342,0.666425532,-179.9565423,15.44875206,24.41469853,29.87187009,155.6963797,0.185885311,-10.56248192,0.785096869,-0.423694183,5.996751744,1.760858393,0.498133611,114,85,0,85,1.226392534,123.6072385,117.5754736,1.601299161,1.476520954,0.575859528,0.716774846
33415,66.12900329,13.3899392,0.000112,0.018464147,7.19E-05,7.19E-05,302.0350162,1.63008524,299.4145114,0.006344125,0.000581,0.276186792,299.0233817,304.4367754,295.4213016,0.258276259,0.600250959,83054.55361,1,Asia,2,0.199446342,0.666425532,-132.5631358,-56.29594028,110.5821674,958.1620721,315.7511655,0.55499763,-6.560292304,-0.009294525,0.28940675,8.632496572,5.229536859,0.61516467,35,27,0,27,0.920014963,128.728886,129.8507086,1.357608234,1.325911434,0.603834181,0.483064286
34716,539.1311289,18.59821051,3.98E-05,0.017309951,3.72E-05,3.64E-05,307.4959418,7.317985734,306.3910355,0.001318534,0.000158,5.281107239,302.8926554,310.7368987,298.5927527,0.076741004,4.55751545,11500000,2,Asia,2,0.199446342,0.666425532,37.77276989,10.29880821,12.79124888,77.08223558,-55.56758205,0.07299534,-5.443564341,0.586356121,-0.562246905,3.368136362,-0.275801037,0.558246576,76,52,0,52,0.726787483,157.0329376,161.4275773,1.20277368,1.108782763,0.404338121,0.533607434
35013,237.3676931,16.76744676,5.51E-05,0.012927925,2.22E-05,2.22E-05,313.514369,3.004370446,309.9188229,0.001269018,0.000119,0.753897975,305.6485271,314.6036488,297.4198519,0.080771008,1.121712032,3300074.216,2,Asia,2,0.199446342,0.666425532,275.019319,-24.45860775,79.78450332,-23.8413894,85.68010277,0.338073511,-3.081845967,0.362770432,-0.351175691,0.598828224,1.517433436,0.216258041,35,22,0,22,1.006044754,168.0905829,163.5226768,1.599764676,1.632053428,0.4449576,0.744276173
35018,280.8656464,14.62654926,9.49E-05,0.013018703,4.59E-05,4.59E-05,306.9826801,2.720969956,304.4222201,0.002501283,0.000239,0.554529683,300.4936358,309.4264609,292.3527874,0.143086907,0.464912652,2159963.057,3,Asia,2,0.199446342,0.666425532,-203.8184461,8.265277042,33.02734997,57.43472616,279.7363832,0.285775962,-6.173471457,0.465733082,-0.275437476,2.328728944,2.261230421,0.694033136,85,49,0,49,0.724907884,157.1261514,157.659112,1.181708061,1.102417905,0.494019434,0.760326891
35110,699.5729501,15.91492881,7.64E-05,0.013544652,3.18E-05,3.18E-05,312.3020892,2.8581087,308.554118,0.001914612,0.000206,0.199543326,304.516649,313.3925282,296.8853767,0.117430382,0.897014678,7352145.735,3,Asia,2,0.199446342,0.666425532,-78.89239886,21.60096177,-35.17731256,-52.30265926,124.9244366,0.101598185,-6.238422334,0.520498611,-1.20861533,3.898474156,2.431012829,0.443140227,107,58,0,58,0.757756854,169.8498869,178.2160018,1.401381787,1.444689333,0.476039906,0.746973896
35250,906.3029308,15.02038746,7.90E-05,0.018490365,0.000142,0.000142,301.0423757,2.81668855,299.4288366,0.007368672,0.000497,0.783742554,299.5891009,304.3453367,296.6785491,0.341822262,0.911526045,15000000,1,Asia,2,0.199446342,0.666425532,-164.8420534,17.61553709,-29.50671677,53.42073663,161.9858205,0.05762356,-8.682890019,1.069842367,-1.349393187,4.500078488,-0.692335438,0.389727462,111,72,0,72,1.386953241,155.0911759,147.1457329,2.38370682,2.131934259,0.530264104,0.899351395
35307,90.3457483,13.82658534,7.85E-05,0.018111608,9.03E-05,9.07E-05,300.3928425,2.338229993,299.2788284,0.005975768,0.000387,0.855858347,299.3968946,303.298354,296.7587972,0.287410716,1.178545987,1120398.078,1,Asia,2,0.199446342,0.666425532,42.54090992,-4.87560935,40.93934213,24.92656744,104.6528533,0.055127791,-7.331387025,0.371044933,-0.249588312,7.072161186,1.898464386,0.275859058,100,83,1,83,1.270411052,125.7243111,124.5050136,1.632463356,1.527190463,0.578452923,0.710520262
38871,102.0669115,11.79004838,8.29E-05,0.008320379,2.17E-05,2.17E-05,295.0220545,4.223459926,296.1967324,0.000769,9.98E-05,1.197639043,291.870585,304.9533184,280.153751,0.050007751,0.858804115,223750.7214,4,Asia,2,0.199446342,0.666425532,106.9258477,-5.771865367,37.98664797,18.22644968,35.40181339,0.033849302,-8.98197526,0.84832736,-1.370743685,2.155476284,3.723913849,0.441811654,97,67,1,67,1.219240033,129.3905089,126.3628044,1.479824841,1.496131581,0.556894732,0.646522808
39008,191.6595616,12.59803495,8.28E-05,0.008709297,2.53E-05,2.53E-05,294.951146,4.438012022,296.3100484,0.000793,8.87E-05,1.356696192,292.3250655,305.3513364,281.6589434,0.052657223,1.029905893,727274.6681,4,Asia,2,0.199446342,0.666425532,-9.594374974,-5.682138529,23.11926394,267.4604785,55.06881053,0.06556845,-11.23831449,0.369919494,-0.475662172,9.047332292,6.475774027,0.596278961,119,64,0,64,1.30906654,154.5415457,149.2853073,2.069674731,2.026104391,0.555566707,0.781943479
39040,54.3168279,12.90805388,8.93E-05,0.008529633,2.54E-05,2.54E-05,294.9959085,3.907894052,295.3830374,0.000989,0.000145,1.406100192,291.594329,304.829365,281.1264494,0.059657259,0.853679432,249443.559,4,Asia,2,0.199446342,0.666425532,-536.1041095,43.99219677,-6.54044641,178.1466954,194.5718211,0.242356323,-8.454497258,0.696727352,-0.808081298,2.856482939,3.012696736,0.391954702,110,74,2,74,0.919147729,131.2074484,121.7641826,1.198637093,1.048883224,0.5529369,0.706069338
39140,242.8891547,13.04249522,9.23E-05,0.009021257,2.95E-05,2.95E-05,294.5998493,3.889370283,295.0461413,0.000995,0.000125,0.974512739,291.4560655,303.1671739,281.3254886,0.053115895,0.4454655,865441.563,4,Asia,2,0.199446342,0.666425532,-27.17303996,0.342005972,23.3652461,-24.21277201,192.5694555,0.048214507,-9.384254386,0.304774065,-0.231794873,6.522102842,6.410144165,0.410173761,157,97,2,97,1.332256408,141.875168,134.6166441,1.900199685,1.812395671,0.538821974,0.768146296
39171,126.0498924,12.80481716,9.51E-05,0.008718235,2.56E-05,2.56E-05,296.2632301,3.937070809,296.4540245,0.000984,0.000111,0.968401095,292.4715544,304.6395611,282.2530546,0.053412389,0.372681422,345666.214,4,Asia,2,0.199446342,0.666425532,19.27023748,-38.31962259,84.81105161,551.0609442,118.0420295,0.084224957,-10.26061939,0.468006914,-0.869342892,8.510900986,4.754688528,0.468880669,138,95,1,95,1.370349391,138.794519,136.4752166,1.771782886,1.684598237,0.578548629,0.719277311
39190,95.89865901,12.84008841,0.000103,0.00888335,3.02E-05,3.02E-05,294.3935399,3.381159851,294.3016345,0.001132699,0.000162,0.814170912,290.9118104,302.5756325,280.6378023,0.0618452,0.4632393,364719.6534,4,Asia,2,0.199446342,0.666425532,5.624897988,-15.75315923,72.24361481,108.7739369,191.4940758,0.131449303,-8.645760833,0.084704496,0.412912806,8.683535128,5.442211032,0.436666084,85,57,1,57,1.08310377,133.0081354,127.7340371,1.435338504,1.397825072,0.580254222,0.66773514
39391,84.92781991,12.24469067,9.61E-05,0.00892567,3.79E-05,3.79E-05,294.072539,3.156815003,294.1257393,0.001358219,0.000131,0.63972711,290.5276094,302.2851258,279.9219972,0.07855736,0.507445072,124218.9192,4,Asia,2,0.199446342,0.666425532,-179.0629983,0.800749878,49.7324957,318.9783218,95.61275702,0.141182704,-7.478020497,0.322504917,-0.064738419,6.848475419,2.446302842,0.469243395,92,54,0,54,0.849155019,130.6028781,124.3577907,1.096214337,1.058146233,0.557560095,0.662235478
39554,50.14370614,11.03075565,6.89E-05,0.008387481,3.29E-05,3.29E-05,293.2335393,3.202769437,291.9378117,0.001612383,0.000135,0.304099054,289.5022904,301.114861,278.6066116,0.088111994,0.367369238,99043.95949,4,Asia,2,0.199446342,0.666425532,411.1327345,50.32715966,-90.21150489,-1127.5251,-160.0939202,0.241098853,-5.652673721,0.699930555,-0.783723205,-0.334241404,1.812528818,0.337717191,44,27,1,27,0.894155719,122.5384244,121.660832,1.074304362,0.828136871,0.522253255,0.531173644
39797,63.75478053,14.05153444,6.55E-05,0.012217963,6.04E-05,6.06E-05,293.0428428,2.791393809,292.1189641,0.002446294,0.00016,1.167748074,292.3332434,301.9700655,284.7637561,0.15536391,1.014606043,318410.4897,4,Asia,2,0.199446342,0.666425532,180.3294845,-96.27434251,231.4931302,631.1423605,380.522656,0.276780831,-8.431032383,0.689508312,-0.772663811,1.835603135,3.994573062,0.594920943,39,26,1,26,1.217941522,109.5856003,106.9936481,1.144359988,0.90475459,0.567734476,0.622009574
39822,122.837455,13.25420147,6.50E-05,0.012482921,6.14E-05,6.14E-05,294.2343455,2.739063336,293.2707312,0.002409494,0.0002,0.538559556,292.9563768,302.8692037,283.6119722,0.154022555,0.415460802,348447.4465,4,Asia,2,0.199446342,0.666425532,-212.5103766,5.963323559,-4.568325269,376.9651021,92.03603201,0.111385639,-9.256131745,0.396306547,-0.537789735,7.961782385,4.339740544,0.525441657,114,79,3,79,1.108238373,122.3774096,111.8203416,1.338519354,1.217712271,0.6031844,0.57604084
39836,87.70507389,11.61212321,5.56E-05,0.010696788,4.74E-05,4.74E-05,292.1180046,2.406776496,291.1478321,0.002034863,0.000122,0.291594813,290.9002213,301.2306776,280.988276,0.11916058,0.186605637,148770.5652,4,Asia,2,0.199446342,0.666425532,13.58360303,-22.12814162,52.04043014,363.9618788,81.73038795,0.038939495,-9.206598622,0.400452021,-0.817262525,8.922638573,3.14605325,0.500634272,102,70,2,70,1.216287505,134.2165936,122.4173701,1.542426426,1.4977126,0.666494589,0.527031394
39924,860.7095031,29.73849408,2.01E-06,0.004435626,2.97E-07,2.97E-07,314.767059,5.049732331,315.311389,1.50E-06,2.46E-07,3.430452676,308.7836899,318.1810325,297.1520859,0.000293,2.181314158,1900889.115,2,Asia,2,0.199446342,0.666425532,179.7750761,-6.738574412,23.83715602,160.8014013,-43.19200439,0.07959153,-7.215397059,0.601642438,0.148503937,11.46729068,-1.530643667,0.56899573,65,32,0,32,1.227759262,168.0350205,169.736956,2.32405924,2.148298306,0.362003548,0.548675001
42234,209.0717187,17.21810309,0.000108,0.016762586,5.63E-05,5.66E-05,302.0582012,4.628074415,299.7014863,0.003692312,0.000382,3.261703873,298.3166822,302.5855513,295.3906701,0.182254716,2.438136305,1437944.099,1,Asia,2,0.199446342,0.666425532,-72.53620333,15.74944918,3.085088035,-4.219590992,65.30934659,0.037477352,-3.978431087,0.543208994,-0.904281385,1.821212657,-0.379218279,0.291729531,141,92,2,92,0.871957817,127.8196168,125.1629485,1.150912904,1.002714065,0.541443176,0.625879073
42843,283.2752377,21.13244995,8.01E-06,0.007065733,8.68E-07,8.68E-07,303.5476761,4.464837599,305.3237833,2.67E-05,6.26E-06,2.955374322,298.7866091,310.138001,288.3905165,0.001906802,2.14797841,2870881.51,3,Asia,2,0.199446342,0.666425532,-155.6878756,5.503352644,-8.158348598,431.7075096,93.57521495,0.271296475,-5.296901593,0.35976111,-0.722939869,8.380705967,0.774392251,0.450592135,56,31,1,31,0.994889737,120.1328006,116.6665347,1.357979536,1.052000012,0.405257858,0.585200409
43120,84.71544638,15.0568631,0.000116,0.017926431,7.62E-05,7.66E-05,302.7409564,3.040770915,300.525707,0.00421155,0.000275,1.24320686,299.7855484,305.0595697,296.1906756,0.175105042,1.230267433,234938.3454,1,Asia,2,0.199446342,0.666425532,-101.2585719,-8.030066008,77.71489396,181.1326251,176.0250449,0.211843375,-2.876476389,0.527735719,-0.402680086,1.150677508,-1.805516996,0.183554373,51,29,0,29,1.273987057,112.7945809,125.1613324,1.46543087,1.492850209,0.583049512,0.651882665
43143,2138.702117,15.8332966,0.000104,0.01739917,8.68E-05,8.68E-05,304.0969418,3.633553858,301.9964767,0.003485746,0.000357,2.153010889,301.0029498,307.4058343,297.1657949,0.171816207,1.973248991,14500000,1,Asia,2,0.199446342,0.666425532,-86.33367001,34.3809774,-31.62902848,-138.5123728,-8.549733522,0.056816177,-7.411378116,0.672048571,-0.506683992,4.565986818,0.307104859,0.279432287,120,77,0,77,0.965540628,140.333615,128.8519048,1.505539354,1.19378967,0.544446258,0.871583156
43173,134.1222797,15.95807784,0.000101,0.018082195,9.17E-05,9.15E-05,303.4690259,3.745381028,301.6940872,0.004254495,0.000261,2.254809446,300.9325257,306.3138396,297.4577001,0.194192769,2.079792705,190778.8452,1,Asia,2,0.199446342,0.666425532,-298.3501201,3.460419073,13.47066153,386.174538,212.0464246,0.194277767,-10.65081753,0.458931349,0.178530608,8.78496812,3.448397689,0.556517046,96,77,0,77,1.531902826,126.2494124,118.6003821,1.879593917,1.871424644,0.605758715,0.665385649
43174,97.87389027,16.19322867,0.0001,0.01809123,9.12E-05,9.10E-05,303.3163869,3.845087785,301.6387605,0.004254771,0.00023,2.340147648,300.9112037,306.1634739,297.4859325,0.192929797,2.162947901,174237.597,1,Asia,2,0.199446342,0.666425532,-214.1443436,0.286014568,51.72255557,245.3079013,218.3607766,0.222265286,-6.010821425,0.47705235,-0.203175726,2.219205593,2.283561384,0.334149466,71,52,1,52,1.260580451,121.5756953,101.8435798,1.39571387,1.161090103,0.571380346,0.659933269
43194,204.3619688,15.72488493,0.000103,0.018130787,9.09E-05,9.08E-05,303.4083554,3.537807998,301.6207836,0.004284624,0.000307,2.077996431,300.8163105,306.3830052,297.2717872,0.198288968,1.922092711,453969.042,1,Asia,2,0.199446342,0.666425532,-90.3325957,4.388286944,-0.968800812,8.481255869,219.9730414,0.171155618,-5.636066464,0.415407394,-0.624126804,3.111607211,2.34970855,0.253204571,114,81,4,81,1.282876437,111.5125992,109.5255833,1.456077278,1.341799338,0.587017868,0.695635835
43202,103.9412179,16.49746073,0.000105,0.018451785,9.51E-05,9.49E-05,302.4946653,3.524658258,301.0160487,0.005152797,0.000218,2.191556783,300.3913415,305.4370301,297.0971461,0.229391854,2.088875555,231777.4622,1,Asia,2,0.199446342,0.666425532,-237.6042483,35.16445813,-23.56932531,-70.3906912,100.2330015,0.092851231,-7.459237012,0.662225432,-0.919775677,4.015830155,0.92879551,0.367151788,74,59,0,59,1.301691583,118.3698595,96.12048203,1.441996112,1.457465478,0.607172464,0.631045072
43275,55.95584879,16.19966997,0.000102,0.017452447,7.51E-05,7.51E-05,304.4037575,3.321052001,302.3195017,0.00295666,0.000368,1.644871287,301.0341595,307.6037576,296.7405477,0.180878163,2.021449158,113314.732,1,Asia,2,0.199446342,0.666425532,17.07278753,14.28718315,11.22954519,-185.5149902,72.05857155,0.07107685,-5.439709809,0.764391492,-1.206230767,-1.69415952,1.326069095,0.307467981,28,22,0,22,0.909658444,117.3665835,118.7354457,1.0532562,1.034079441,0.556084397,0.705548351
43495,268.4079888,13.98828975,4.71E-05,0.0090393,8.37E-06,8.38E-06,302.8464118,4.02409653,304.0067944,0.000163,4.35E-05,2.555778952,298.7297865,309.188012,289.7831535,0.017209807,2.162283119,2061392.532,3,Asia,2,0.199446342,0.666425532,110.5686086,-8.662411219,12.49220435,-32.00867881,186.5920465,0.132880592,-6.421432586,0.378062134,-0.740287046,4.496933511,4.32813337,0.529721086,46,30,0,30,1.144006129,152.4161802,160.203236,1.656066327,1.68176461,0.422492648,0.706007955
43652,517.8170856,12.94142906,6.88E-05,0.010866356,1.77E-05,1.78E-05,299.6581989,4.494823153,300.0805114,0.000658,9.22E-05,3.46675844,296.252005,305.1217673,289.0216672,0.038042802,2.562059514,7873637.741,3,Asia,2,0.199446342,0.666425532,-246.6645762,25.51832972,-24.29911474,155.8736639,112.6618547,0.131682217,-16.76121039,1.197774913,-1.280693059,7.214625539,5.893541164,0.582614652,91,52,0,52,1.407673548,154.7605234,159.0020315,2.365611512,2.213396354,0.510286595,0.799488188
43659,574.6114399,13.18563114,7.35E-05,0.010646444,1.87E-05,1.87E-05,299.2162187,3.912899259,299.6077816,0.000724,0.000111,2.97862239,295.354875,304.9274452,287.656133,0.045124149,1.894471153,4516872.338,3,Asia,2,0.199446342,0.666425532,18.62788284,1.351043097,5.961375728,77.35692577,95.79999861,0.029067424,-10.91833815,0.511583897,-0.215990768,10.54529351,3.457179147,0.587347437,79,50,0,50,1.374014211,153.8280796,158.610144,2.247713878,2.098610031,0.523982994,0.779307497
43694,97.68493773,13.38251093,7.42E-05,0.010346578,1.98E-05,1.99E-05,298.8372864,3.479981255,299.3171167,0.000772,0.000126,2.612043835,294.7198066,304.8577954,286.6298409,0.050076298,1.465123651,476462.2242,3, ,2,0.199446342,0.666425532,50.71384603,12.72105655,27.83058793,-107.75498,8.464709632,0.079174775,-8.996184211,0.884269859,-1.018077359,1.935682371,2.694310725,0.67497377,55,29,0,29,1.08752059,150.4833503,141.9064632,1.812489266,1.565717951,0.571319665,0.64438119
43743,189.7337934,15.33324032,4.71E-05,0.007762518,7.56E-06,7.56E-06,300.4517034,3.102514155,301.1391348,0.000274,0.000105,0.237501699,295.9719418,305.8658678,286.1700355,0.024959159,0.426479023,602878.5322,3,Asia,2,0.199446342,0.666425532,82.86915807,-6.398959238,30.3496364,97.64047735,72.00555935,0.069818594,-7.38796543,0.451079537,-0.333071949,7.682889344,1.361238688,0.505809221,91,55,1,55,0.83678442,134.1164018,120.2403132,1.273339606,1.099781369,0.48260881,0.523368696
43800,347.1584862,16.89611282,5.50E-05,0.007657447,1.50E-05,1.50E-05,297.7453731,3.15469435,300.3213197,0.000326,7.61E-05,1.254152023,294.6459851,306.6721672,284.1173025,0.030629227,1.367738811,2852698.822,3,Asia,2,0.199446342,0.666425532,-301.9555615,57.48416174,-65.84070964,-341.3676227,212.2771415,0.480373733,-8.151906016,0.718930224,-1.127014844,3.806560112,3.45618124,0.551619412,39,24,0,24,1.156551964,160.9891933,149.9212094,1.980658525,1.785339228,0.517723913,0.625079053
43847,183.9424117,14.53968021,4.44E-05,0.009685257,8.10E-06,8.10E-06,301.4125076,3.529979434,301.7753199,0.000453,0.000101,1.715339811,296.6739716,306.7770515,288.1033359,0.033902518,0.732262599,580010.0359,3,Asia,2,0.199446342,0.666425532,-178.8868416,31.72830373,-11.39383738,-63.54521306,45.62873994,0.225278058,-8.140199654,0.612359015,0.384009905,3.449336553,1.694642857,0.564841453,34,22,0,22,0.978438186,135.6235179,137.8115822,1.327489126,1.169792359,0.483224806,0.779334261
46327,521.3800269,16.60030875,3.98E-05,0.005305389,6.45E-06,6.45E-06,305.6803322,4.295266697,304.5502823,0.000322,5.75E-05,1.868448177,298.8060853,309.7690125,286.9442775,0.015476114,0.527554166,1140902.837,3,Asia,2,0.199446342,0.666425532,-109.0481171,2.559461277,41.98339176,301.0726859,59.18608431,0.135767762,-8.80553753,0.641527415,0.227290499,9.484278129,-0.336999784,0.530864812,95,52,0,52,1.230537351,155.2884701,147.9800726,2.136109302,1.986818425,0.473698765,0.837214714
46773,220.7607564,15.08774935,0.000104,0.018811269,7.89E-05,7.88E-05,305.3056786,2.759762991,302.6275677,0.004194373,0.000288,1.307024094,301.5975734,308.4678272,296.8964335,0.268733009,0.804731369,2978042.015,3,Asia,2,0.199446342,0.666425532,-362.5979466,25.77678049,24.97716431,327.2306021,48.42000408,0.152806235,-9.847736554,0.605796774,-0.848680629,8.642020887,1.971667619,0.68112907,52,29,0,29,0.966808194,132.6930236,113.5439402,1.286239912,1.300148052,0.538260747,0.688652013
46915,844.0810103,13.99195177,0.000123,0.01874328,0.00013,0.00013,302.8647646,3.272972708,300.1020232,0.006941893,0.000492,1.52963275,299.8937235,305.3155289,296.4557375,0.273948228,1.633448844,10300000,1,Asia,2,0.199446342,0.666425532,43.26813071,31.05768628,13.50171783,-212.0975829,-92.9948035,0.079412461,-6.229624025,0.795412356,-0.432251858,4.283593014,-1.605446753,0.272747714,117,61,0,61,1.485941543,148.1607715,141.2817579,2.355942248,2.280986437,0.600923319,0.896918786
59620,546.4955916,15.0184465,6.75E-05,0.018483189,0.000114,0.000114,303.8321548,3.306096584,300.9022216,0.006034098,0.00025,1.552017364,300.5711501,306.4994424,296.8033428,0.276949163,1.269012939,1869233.741,3,Asia,2,0.199446342,0.666425532,-151.8979048,6.998740721,38.33281161,168.6335037,100.8499442,0.094178101,-9.580982098,0.930092962,-1.359112046,4.583846217,1.109519882,0.496512318,96,62,0,62,1.480916654,130.0006313,121.3491928,2.070988349,1.895125772,0.589773321,0.728082691
59621,124.3444255,15.05896606,6.72E-05,0.018445533,0.000115,0.000115,303.8680976,3.124072007,300.8770909,0.006040711,0.000253,1.498480287,300.5162664,306.5524735,296.6677756,0.276945301,1.220276632,401884.2657,3,Asia,2,0.199446342,0.666425532,-221.8844229,31.97449306,-8.720842775,-17.65307104,94.99658757,0.102585857,-5.587607546,0.495170534,-0.296152248,3.126950597,1.22238275,0.390498205,74,46,0,46,1.19750231,138.2828584,136.9767324,1.529606261,1.48594398,0.543295715,0.599928493
59622,333.815162,15.05282434,7.23E-05,0.0185179,0.000117,0.000117,303.5944282,3.014186717,300.6810292,0.006033072,0.000251,1.40059604,300.3246466,306.4445247,296.4286716,0.272093298,1.153368674,1641880.967,3,Asia,2,0.199446342,0.666425532,114.7595893,6.161401484,43.23622853,-84.3335316,-65.0494333,0.079133915,-1.732281658,0.488801015,-0.350871512,-1.597675863,-0.732009914,0.212848353,69,49,0,49,1.163435115,129.12677,124.2732324,1.417307834,1.320374111,0.538906814,0.669342482
59626,3103.952225,14.94564202,7.30E-05,0.018612633,0.000105,0.000105,304.0204706,2.944275102,301.1779248,0.005682608,0.000276,1.468788077,300.6652003,306.7528363,296.5184767,0.269487619,1.18080569,15500000,3,Asia,2,0.199446342,0.666425532,-223.4130077,17.24441414,12.47157899,105.5488174,160.1483499,0.072209336,-13.76307394,0.994768251,-0.709647195,4.475946869,4.578189491,0.505491281,112,71,0,71,0.996235787,154.9495182,163.6367971,1.763661562,1.59668678,0.51361408,0.874327811
59635,389.6283859,14.57468622,7.22E-05,0.017582494,8.69E-05,8.67E-05,302.0261751,4.094363833,300.556006,0.003567516,0.00022,1.93436889,300.1554549,307.4715318,293.9057019,0.220362094,1.542681608,1103225.414,3,Asia,2,0.199446342,0.666425532,-82.21966087,34.18085268,-14.44912644,-126.2708783,-18.41226482,0.048760478,-8.19573591,0.720683932,-0.706863178,1.818039889,3.724844321,0.215347686,120,65,2,65,1.280642765,158.5159144,154.3645534,1.93735557,1.836154184,0.566036194,0.716039539
59636,858.8771975,14.50470909,7.08E-05,0.017674858,8.76E-05,8.74E-05,301.9355375,4.159847801,300.5450801,0.003671513,0.000231,2.039475279,300.1919948,307.41108,294.113858,0.22584486,1.610698326,2007860.629,3,Asia,2,0.199446342,0.666425532,-86.71993674,4.851178655,13.80167022,336.2283802,-26.85625862,0.132089542,-8.993790825,0.515414568,-0.386237691,8.832187074,1.505438745,0.377835774,120,74,1,74,1.073528765,143.1337702,136.7357106,1.627749619,1.368870745,0.546780523,0.72132155
59637,1237.405668,14.42784084,7.25E-05,0.017801595,9.01E-05,9.00E-05,302.0080585,3.921279286,300.656554,0.003811957,0.000246,1.819160786,300.2340503,307.660876,293.9540421,0.228682086,1.419916705,4209865.929,3,Asia,2,0.199446342,0.666425532,-97.78678882,0.61862651,34.72868851,181.5513528,135.3048376,0.052812842,-8.713153273,0.274394514,0.363253326,10.28484921,2.766796854,0.480667368,120,66,0,66,1.307847266,140.3332977,128.1468281,2.034728364,1.833131209,0.55456758,0.705811992
