cityid,urbanArea,Albedo,Evapotranspiration,Specific_humidity,Total_precipitation_rate,Rain_precipitation_rate,Air_temperature,Wind_speed,era5h11_temperature_2m,era5h11_total_precipitation,era5h11_total_precipitation_hourly,era5h11_wind_10m,era5m_temperature_2m,era5m_temperature_2m_max,era5m_temperature_2m_min,era5m_total_precipitation_sum,era5m_wind_10m,pop,Type,continent,continent_v,max_d_rsquared,max_t_rsquared,d_const,d_lnarea,d_lnlsi,d_NDVI,d_imp,city_d_rsquared,t_const,t_lnarea,t_lnlsi,t_NDVI,t_imp,city_t_rsquared,green_space_num,ndvi_imp_green_space_num,non_cool,have_turning_point,max_g_median,max_d_mean,max_d_median,max_t_mean,max_t_median,mean_ndvi,mean_isp
14128,381.8564368,15.84184508,1.36E-05,0.008560624,4.40E-06,4.37E-06,302.1971708,2.915971532,304.9065485,0.000103,1.04E-05,1.002791084,299.5440765,312.0823312,288.3193241,0.011648469,0.635816835,3080220.191,3,Africa,1,0.199446342,0.666425532,-170.2672841,48.34989592,53.99563692,-44.10245954,-290.710332,0.24716173,-7.932344792,1.229736289,-0.540475665,1.639498948,-4.069050229,0.66726162,42,27,0,27,0.989906628,137.0250953,134.4178573,1.394482201,1.615039518,0.389888578,0.745459509
14476,133.4536029,15.91144733,1.83E-05,0.008995938,4.39E-06,4.39E-06,303.409411,2.885674575,305.3834893,0.000145,1.60E-05,1.546792423,299.4379103,313.5435003,288.3686505,0.014308028,0.667918175,415460.4462,3,Africa,1,0.199446342,0.666425532,7.757989956,11.63483113,9.346215788,-61.98733595,14.13424046,0.043174929,-5.301608085,0.51196915,-0.275842938,4.777911207,-0.78585599,0.604627157,44,28,0,28,0.872021246,116.01248,107.4477681,1.143426805,1.065984443,0.418079446,0.537074873
15486,220.9115895,16.48457048,3.83E-05,0.016576079,6.09E-05,6.11E-05,299.6274848,3.103816249,300.9030384,0.00191883,0.000346,2.251162648,298.604272,304.2415757,295.2915391,0.17315702,2.04797155,1288150.298,1,Africa,1,0.199446342,0.666425532,-210.070118,31.15874827,13.74902557,105.7804001,-25.24453184,0.133849607,-2.414424707,0.524888265,0.36087299,-2.198123161,-0.23940659,0.127597831,65,38,0,38,1.1445419,157.9493632,146.2773166,1.769162981,1.504025058,0.570285237,0.76104928
15764,264.980957,18.29521453,4.00E-05,0.015382902,7.65E-05,7.65E-05,301.5835018,4.676327671,303.565918,0.001368041,0.000146,2.796757308,301.1476881,309.0598613,295.6673986,0.13696668,2.074972275,2097693.946,2,Africa,1,0.199446342,0.666425532,-452.6399348,34.06118045,-58.81737894,198.1342638,366.1098184,0.476704118,-9.748263735,0.392927562,-0.036985948,9.264253511,4.309292894,0.557018689,39,21,0,21,0.911671236,172.8056335,163.9783793,1.623719766,1.595853048,0.495505726,0.655417902
18318,1487.324455,23.17279207,1.15E-06,0.008207979,2.64E-07,2.63E-07,306.5167293,4.255107823,308.0799959,3.53E-06,1.64E-07,3.526217511,301.7531982,313.2437325,291.8041528,0.000185,2.893008707,15800000,2,Africa,1,0.199446342,0.666425532,-19.40779294,-1.250479215,38.22769746,256.4984804,51.62284262,0.1694319,-10.69879776,0.758047227,-0.556299369,13.17522923,-0.055997057,0.607651723,75,43,0,43,1.249738468,160.3997175,153.3740955,2.475911581,2.520192479,0.455798507,0.764487815
23802,1075.30104,15.80227269,3.59E-05,0.016073513,4.98E-05,4.99E-05,298.8163143,2.67158355,300.2086677,0.001314907,0.000231,2.299553455,298.1628093,303.467752,294.8915279,0.147641533,2.133047557,4449867.866,1,Africa,1,0.199446342,0.666425532,-84.22737179,39.74161827,-99.94791179,24.38671489,-99.20719552,0.172845539,-10.48064445,0.77388253,-0.976465201,5.386249583,3.000967357,0.386692004,114,56,0,56,1.253532216,168.8623888,170.2508037,2.007378153,1.973607448,0.605641833,0.760143142
23857,398.0271659,14.3903443,3.64E-05,0.016238981,5.79E-05,5.79E-05,297.6488879,1.92819033,300.0234919,0.001124253,0.000183,2.107726848,298.1887635,304.2774634,294.4324937,0.128209596,1.807775982,3150439.14,1,Africa,1,0.199446342,0.666425532,120.1190712,-12.74505812,43.81100576,205.0913026,14.7754617,0.031150162,-10.02178267,0.823698709,-0.746073277,6.559001507,1.209092996,0.507040077,119,67,0,67,1.456138596,169.4393354,166.1849313,2.580415774,2.36083418,0.609710505,0.825609626
23866,77.60921882,16.64229453,3.04E-05,0.016263484,5.93E-05,5.93E-05,298.911111,2.260828046,299.8794509,0.001694163,0.000369,2.072745344,297.8159982,302.633151,294.5759934,0.173027245,1.874354996,554438.737,1,Africa,1,0.199446342,0.666425532,16.43517923,6.402771164,-1.338568495,-49.61728514,135.0885062,0.084228794,-5.424472076,0.782829291,-1.36552779,-1.223548862,1.722799485,0.24219301,96,59,2,59,1.273715976,138.4282827,127.5655332,1.64025218,1.470631957,0.633459663,0.654986436
24158,172.8958549,15.91669231,2.11E-05,0.017376594,0.000179,0.000178,297.8943585,1.307950945,299.3699921,0.00623913,0.000642,0.878976128,298.0344591,304.2247762,295.0838601,0.545978592,0.893853593,1208719.896,1,Africa,1,0.199446342,0.666425532,-196.7817208,2.009706932,94.5833654,364.1602737,78.41200693,0.35498846,-6.04447273,0.549268956,-0.259692869,2.994679306,0.776091661,0.632898456,75,33,0,33,0.901605373,176.9148625,166.8404952,1.524058084,1.464809191,0.541799567,0.794377595
33011,410.3074053,26.24924143,1.64E-06,0.008344102,1.03E-06,1.03E-06,304.6800538,3.733964682,306.5568242,2.16E-05,1.31E-06,1.518780238,301.3058385,314.9189865,290.7995786,0.001484739,1.452906648,903091.3738,2,Africa,1,0.199446342,0.666425532,175.8635495,-9.024872039,-16.51818085,226.1331941,-14.99534556,0.0905437,-0.182033123,-0.003396153,-0.185035627,7.691261332,-1.376962707,0.362400024,78,38,0,38,0.878424728,137.3795526,127.4153679,1.264087916,1.388440478,0.323965979,0.620891459
33754,130.5532287,16.53443858,3.80E-06,0.009631372,2.24E-06,2.24E-06,298.9117336,2.312748945,301.8247159,4.78E-05,5.19E-06,1.768639434,297.2410657,311.8813395,287.4366794,0.003915598,1.34243782,1186526.431,3,Africa,1,0.199446342,0.666425532,-67.05366649,31.04425291,-47.60391053,-206.3685631,111.1853485,0.20982165,-8.674766704,1.115207299,-2.218951128,3.207536866,0.462284258,0.599093099,44,30,0,30,0.845341346,152.082653,146.6011712,1.482590571,1.191583503,0.424724425,0.459983798
33781,273.972061,16.86928266,2.69E-06,0.009630785,1.76E-06,1.76E-06,298.5416183,2.99164591,301.5357705,4.14E-05,4.30E-06,2.120355822,297.0840478,311.3478948,287.9773892,0.003111368,1.928237926,3126112.799,3,Africa,1,0.199446342,0.666425532,174.4289421,-21.8253253,36.99094198,281.3357478,24.89363477,0.055102144,-6.08698128,0.595284979,-0.931472551,5.305665776,0.53553295,0.389157653,70,36,0,36,0.84994961,132.3498779,127.9287083,1.258154207,1.22481219,0.415639087,0.589938906
33800,119.4171467,18.06583838,2.65E-06,0.007596469,1.87E-06,1.87E-06,298.6799733,2.669972829,302.2629159,2.93E-05,4.33E-06,1.242940278,297.866619,311.6910629,286.7382594,0.007791403,1.428173474,790814.2481,2,Africa,1,0.199446342,0.666425532,-53.70922656,31.18698581,-60.17432683,-5.158353936,-76.23469669,0.240438466,-8.247051571,1.126349377,-1.538393366,7.163658237,-2.796175544,0.648300044,39,22,0,22,1.404149019,141.7190715,141.4747764,2.38318293,1.980007837,0.397476936,0.726859771
34390,57.67776887,22.39828121,3.77E-05,0.015065947,6.35E-05,6.35E-05,302.6536222,5.13462313,304.9185811,0.001363155,0.00015,2.882747392,302.2211693,310.2847419,296.1546494,0.114661396,2.284327692,375900.6529,2,Africa,1,0.199446342,0.666425532,-0.448313758,10.35277381,38.26058845,-108.9828763,95.76665429,0.22248766,-6.684640907,0.757651689,-1.123011026,1.342837597,1.273616357,0.454707925,45,21,1,21,0.703642312,151.5529086,132.7932714,1.014562148,0.877673696,0.473108238,0.570481377
34462,224.4540279,16.72495251,4.35E-05,0.017085065,9.37E-05,9.36E-05,299.4903608,2.469622138,300.3967159,0.003892992,0.000749,1.546343648,298.1427793,303.5241507,295.1399519,0.323558456,1.392396696,878736.8366,1,Africa,1,0.199446342,0.666425532,21.80180834,6.800785571,15.05006174,82.11507056,-19.86885177,0.046393261,2.092220806,0.15339304,-0.938017982,-4.753853796,1.69599449,0.105935648,80,34,6,34,1.037377549,131.3728666,123.1376948,1.768946896,1.297372485,0.506605149,0.7538322
34505,152.0927752,14.75245793,5.48E-05,0.015938864,0.00012,0.00012,298.2084471,2.946914055,300.3151007,0.002061533,0.000237,2.303543125,297.6016847,304.7162948,293.2204597,0.193837365,1.753872292,955773.6424,1,Africa,1,0.199446342,0.666425532,-127.3527,6.401758925,-16.73410275,214.4183057,172.0870337,0.307184092,-9.637701696,0.602989673,-0.612679338,5.996301039,3.952218616,0.671359768,123,53,1,53,0.889607802,139.129565,143.6970177,1.372622711,1.220425689,0.520001414,0.632985974
34509,60.52878108,15.24267144,4.85E-05,0.017278728,8.29E-05,8.29E-05,298.8784406,2.226419326,300.807363,0.001967156,0.000316,1.702967752,298.6001579,304.6959209,295.1564183,0.212854505,1.563951418,302821.5225,1,Africa,1,0.199446342,0.666425532,279.9611036,1.55574531,46.8383274,-425.9250614,34.40043683,0.184775585,-1.721538186,0.739381106,-0.447574539,-8.518356833,1.14871496,0.337146913,57,33,0,33,0.997623598,141.2801074,134.0576531,1.400478013,1.111339641,0.545810986,0.693505576
43417,454.2426718,17.5993034,1.24E-05,0.009438427,4.22E-06,4.22E-06,303.9944412,3.904326003,305.7160027,0.000108,1.60E-05,0.616865859,300.3517778,313.8320987,290.782749,0.011131717,0.365640391,1981676.067,3,Africa,1,0.199446342,0.666425532,-41.27858108,7.633190911,51.93694726,145.3791058,-24.50858371,0.110958571,-6.134800561,0.643008684,-0.762886033,5.011830057,-0.722824176,0.371061466,110,73,1,73,0.92948129,125.4304661,111.252654,1.253925921,1.09862481,0.383767516,0.590353569
70146,554.8140259,14.24752154,5.29E-05,0.015979628,3.36E-05,3.38E-05,301.9061399,1.292326836,302.9821735,0.000833,9.21E-05,0.781819849,299.6629627,306.7965054,294.7033934,0.080487318,0.962045378,10400000,2,Africa,1,0.199446342,0.666425532,-303.2446875,63.3173805,-43.99088481,-242.6189039,6.236359115,0.264270743,-5.428823772,0.895632288,-0.711819863,-1.921783803,-0.076986372,0.225934223,64,40,0,40,1.125728915,175.4566726,160.4791543,1.923142106,1.775375349,0.496968318,0.514670649
71350,110.4369965,17.03667164,5.90E-05,0.011013891,2.84E-05,2.84E-05,301.2537771,4.360765073,302.0609394,0.001261903,0.000147,2.248108458,297.5557894,308.0403684,288.7351591,0.097109031,1.842520678,86922.07451,2,Africa,1,0.199446342,0.666425532,-112.1800835,12.64899799,-1.634083187,210.4217244,42.58433745,0.104741782,-6.712292485,0.405751246,-0.865523101,9.681760856,0.691470281,0.73758467,104,66,4,66,0.641215544,137.6705246,129.9675711,1.130769502,0.83245118,0.453052422,0.670296063
74355,202.6710052,14.99422084,9.35E-05,0.015401343,8.61E-05,8.61E-05,295.9776266,2.162893163,298.0227396,0.003862673,0.000513,0.842691664,294.311069,301.840591,289.6219234,0.283094509,0.562022472,1947384.421,3,Africa,1,0.199446342,0.666425532,-313.5337629,12.97666938,70.37988041,236.2795678,171.425081,0.49555558,-10.14608333,0.267549583,-0.191787243,13.39973164,2.133473663,0.711843693,43,25,1,25,0.899477507,152.4150985,143.4902114,1.722770968,1.49345839,0.587802988,0.721262987
74366,326.9549866,14.94898534,6.34E-05,0.016767125,9.01E-05,9.01E-05,299.083881,1.746360213,300.8703403,0.001795537,0.00026,0.818248417,297.5905516,304.0996987,293.1453843,0.154516069,0.902967299,5495665.43,1,Africa,1,0.199446342,0.666425532,245.7363119,-4.095042645,44.61004715,-180.8668583,-7.869015604,0.112870471,-2.971953659,0.22182449,-0.280848182,3.078512543,1.752202004,0.129133198,47,26,0,26,1.206554833,151.7026775,148.6764825,1.800942103,1.749640277,0.56900404,0.630185919
74375,72.3551025,14.84295086,8.58E-05,0.016413736,9.19E-05,9.19E-05,299.1165389,1.489783081,302.0620244,0.001787928,0.000326,0.568673925,297.6554696,305.7254876,292.7030575,0.138960119,0.089168087,2582116.176,1,Africa,1,0.199446342,0.666425532,126.1860156,44.53760615,-96.59399495,-614.567592,71.3994553,0.113595634,-3.777395377,-0.507351476,1.547339934,12.31860758,2.44258295,0.432489271,36,25,1,25,0.83531182,150.908657,149.9121458,1.151632194,1.152592714,0.54619015,0.507412244
74832,209.2089996,14.82636789,6.85E-05,0.010572912,2.17E-05,2.17E-05,297.993971,3.383794842,298.2974864,0.000854,0.000177,2.096574765,293.2288339,300.9693608,286.031809,0.069625846,1.326671259,3628604.221,3,Africa,1,0.199446342,0.666425532,125.8602718,-11.73206952,34.87848746,272.0630014,-68.05455969,0.073260443,-8.804682545,0.934557661,-1.588352474,4.732844697,0.73594306,0.690676186,48,30,0,30,1.106071175,148.6397898,154.2983054,1.742967552,1.645723549,0.525343857,0.57970096
74871,255.1089935,13.72567212,8.75E-05,0.014144125,4.76E-05,4.76E-05,302.5232534,3.353801305,302.4719466,0.002059415,0.000182,1.413438684,298.6393045,309.3084643,291.463451,0.128693366,1.332039202,1747667.534,1,Africa,1,0.199446342,0.666425532,-154.5619925,-2.304800308,46.51882322,154.6342413,234.7350205,0.128542562,-9.211434438,0.645081354,-1.079338942,8.253558048,1.027116314,0.704044009,120,63,1,63,0.632234695,139.9169996,142.0785515,1.141227744,0.766993172,0.522765423,0.785984155
74881,73.5385971,18.43140595,2.69E-05,0.007440311,1.94E-05,1.94E-05,300.1527223,4.207452463,302.1580912,0.000532,5.90E-05,0.978444344,296.8765888,307.2371366,285.9637909,0.088218996,0.487966389,266427.8779,2,Africa,1,0.199446342,0.666425532,-195.7697874,60.6702017,-35.08984007,-342.285519,-91.24086328,0.14388148,-2.663552269,0.089984499,0.232937764,7.888290578,-0.905666592,0.250582378,56,37,0,37,0.8583891,155.1560436,149.8630187,1.39908393,1.496205888,0.447071727,0.652060099
74968,77.5944977,15.04429519,5.98E-05,0.017566509,8.34E-05,8.34E-05,300.8528962,1.352406045,301.4678895,0.002400207,0.000435,0.925533423,298.522417,304.2591983,294.880608,0.228507532,0.615544294,125010.4316,1,Africa,1,0.199446342,0.666425532,271.6928445,15.3038085,30.52335325,-494.6417326,6.982107187,0.191875347,-3.874550533,0.730831447,-0.997187342,-1.403429577,0.075200467,0.121292738,84,41,1,41,0.9790395,176.0828391,174.4280943,1.846831699,1.802916814,0.597171912,0.689325585
74970,163.5650024,14.91616359,6.24E-05,0.016766886,8.95E-05,8.95E-05,299.1786409,1.746931449,300.8669745,0.001847576,0.000256,0.832957644,297.6456589,304.0961125,293.2275502,0.155854752,0.89424967,593045.8598,1,Africa,1,0.199446342,0.666425532,25.9917015,-19.9738523,79.10541159,322.1613175,59.82128805,0.15384817,-7.389117065,0.42890747,-0.594255816,5.807076923,2.867828017,0.492935476,97,64,2,64,0.946760436,138.6256653,136.3109947,1.429273847,1.133337609,0.56842245,0.62229318
74974,84.3398972,14.85839474,8.74E-05,0.012893767,5.74E-05,5.73E-05,296.2202784,1.819581463,296.7021699,0.001424746,0.000412,1.143691585,292.7267919,299.2306538,286.8219389,0.141141201,0.176108548,610543.8675,1,Africa,1,0.199446342,0.666425532,-77.6048292,-1.339606965,21.34929672,209.887197,155.7492111,0.124395861,-14.10842368,1.057433711,-1.526397473,5.860728638,5.217255078,0.623634009,55,30,0,30,0.919398121,153.3211146,155.4251043,1.71238716,1.377993376,0.609128369,0.607749887
75008,98.8990021,14.62521453,6.58E-05,0.010502712,3.47E-05,3.47E-05,299.6765844,3.736591515,299.9332082,0.001510891,0.000169,1.612027151,295.5452392,305.5306991,287.0030772,0.123953573,1.15848513,292840.2553,2,Africa,1,0.199446342,0.666425532,-349.0332085,41.90278229,-57.688836,109.0889889,134.0390129,0.200673394,-10.81811575,0.50619959,-0.872325111,11.94690367,2.724067934,0.688937566,126,68,1,68,1.02320483,135.5453323,128.6712022,1.323412913,1.152340533,0.557714452,0.522367239
75108,267.1560059,16.41024309,7.23E-05,0.00976517,3.59E-05,3.59E-05,298.6295673,3.694533156,298.5429647,0.001296006,0.000165,1.482882213,293.7577733,303.6371774,284.8285707,0.133066171,1.250650332,369052.5263,3,Africa,1,0.199446342,0.666425532,-420.4556574,36.77074849,-29.87903628,288.6904089,112.404067,0.158205475,-9.133047888,0.39454483,-0.770504618,10.3108709,2.351391227,0.562725993,113,63,0,63,0.575973972,128.5019402,123.0955615,0.840908746,0.702303781,0.56823666,0.495813459
75110,69.3167038,14.16721648,7.43E-05,0.011189635,3.07E-05,3.07E-05,298.1962143,3.759561904,298.3219013,0.001239963,0.000178,2.067257295,294.0204643,307.3681304,285.5717906,0.099494091,1.082338017,216425.0274,3,Africa,1,0.199446342,0.666425532,-54.25426744,21.70455629,-29.46619809,-273.0608868,300.9122804,0.235531946,-8.756316255,0.471893346,-0.511861143,5.895395531,4.604938009,0.54068039,83,56,1,56,1.213063825,132.3759657,125.1434553,1.544526681,1.205277994,0.599355992,0.51527488
75374,56.2771988,15.57127379,8.57E-05,0.010459224,3.91E-05,3.91E-05,297.9983644,3.237465881,297.7231276,0.001438646,0.000216,0.773413217,293.1124267,303.0081584,284.4905709,0.140197963,0.894375736,194751.0578,2,Africa,1,0.199446342,0.666425532,75.59652663,66.27681045,-83.32301285,-888.8696913,83.93396647,0.235495945,-7.640632798,0.594177573,-1.304062439,5.163281758,2.444991864,0.501628149,37,20,1,20,0.591236579,157.2477261,156.1809804,0.924708554,0.926126146,0.585850669,0.51454964
75486,86.9738998,14.12862885,0.000105,0.011916478,3.99E-05,3.99E-05,297.8058905,2.506058939,297.7326534,0.001590268,0.000272,1.561292301,293.2957977,305.5607528,285.3453325,0.165758982,0.648926349,269032.6714,3,Africa,1,0.199446342,0.666425532,-113.1397191,20.26776393,-41.48390268,117.3234421,32.30143745,0.067344866,-13.32536615,0.545444411,-0.964497833,13.35557625,4.264054388,0.744149407,89,58,0,58,1.311209629,136.2195686,121.3928308,1.83417253,1.754100582,0.652123507,0.466055894
75564,829.1989746,14.63027508,2.01E-05,0.008438332,9.15E-06,9.10E-06,297.605653,3.545347079,299.7650905,0.000385,3.57E-05,1.907834261,294.263534,307.6980784,284.8092205,0.023141392,1.585123854,3805200.834,3,Africa,1,0.199446342,0.666425532,-353.3468893,41.08406642,-49.0154222,211.3051078,61.85788969,0.159855836,-7.096675649,0.7711118,-1.49783696,3.24688616,1.195035312,0.420306702,98,61,0,61,0.709558123,136.9666906,134.060437,1.123551659,0.965368311,0.46745179,0.636341911
75633,262.1719971,12.13349408,3.84E-05,0.010044207,1.52E-05,1.52E-05,298.3768497,3.927116368,300.1770257,0.000666,7.48E-05,2.305026927,294.7539143,309.9499823,285.2577888,0.047674053,1.704881133,853473.8197,3,Africa,1,0.199446342,0.666425532,52.50650994,-3.185490069,46.95520998,26.19034406,151.7518493,0.09106797,-9.396274951,0.428538709,-0.482202805,9.615675221,3.295116126,0.739031705,53,35,0,35,0.978844945,159.2935465,162.512232,1.573401922,1.421171198,0.559020933,0.507479952
75659,165.2050018,16.99661517,5.97E-05,0.008519875,3.34E-05,3.34E-05,299.5403239,4.801682062,300.7200885,0.001107995,0.000135,2.647310051,295.2169413,306.1915971,284.4565658,0.114299158,1.325223603,383364.4869,2,Africa,1,0.199446342,0.666425532,-204.4256538,10.32396894,-0.38487098,369.8015624,85.51456305,0.050754223,-7.327915092,0.670237206,-1.146171707,3.309323195,2.508025363,0.441012265,115,77,0,77,0.687818191,130.5928106,129.7658848,0.829951605,0.761234123,0.499079955,0.542168634
75683,66.6706009,17.29754034,6.94E-05,0.009588066,3.29E-05,3.29E-05,299.7744793,4.039189907,300.0759387,0.00116375,0.000166,1.902807033,295.0574965,305.3270232,285.6661367,0.116726603,1.506436723,141280.4984,3,Africa,1,0.199446342,0.666425532,-115.0586363,-19.5287483,40.6967714,616.4801987,115.3567698,0.108181852,-7.17055324,0.347943471,-0.567789573,7.735100032,2.315050611,0.462697113,123,67,0,67,0.699513076,131.8451859,119.4407002,0.964553448,0.831518458,0.540279429,0.50174355
75702,86.2067032,18.49246552,6.41E-05,0.00916526,3.12E-05,3.12E-05,299.810092,3.906895013,300.4633886,0.00113939,0.000132,2.043388921,295.1895182,305.7537456,285.2136492,0.117097392,1.337195469,147966.502,2,Africa,1,0.199446342,0.666425532,-126.0340888,43.08119088,-50.31776919,-207.6978723,23.01328795,0.047441266,-8.390312924,0.686873472,-1.046682907,5.381517096,2.039044709,0.491859068,99,65,1,65,0.567949919,140.6052131,127.0290767,0.894959132,0.840736255,0.529052765,0.457241399
75784,80.9167023,14.91270926,9.39E-05,0.015348824,7.81E-05,7.81E-05,296.2802485,2.299355134,298.1968898,0.003757259,0.00049,0.747046747,294.3985761,301.9954527,289.5734973,0.284483179,0.501623793,133419.5816,3,Africa,1,0.199446342,0.666425532,-85.01852171,5.898979052,2.032690836,393.3101379,-121.2278646,0.092629723,-1.745181231,0.076353297,-0.719999514,4.834901384,0.440785248,0.15071439,48,26,0,26,0.600032045,131.6830665,109.5753463,1.10511838,0.740168771,0.560121299,0.542115317
75793,104.7040024,14.93163963,9.39E-05,0.015293491,7.67E-05,7.67E-05,296.4138397,2.322237337,298.1849908,0.003647673,0.000498,0.749724367,294.4390548,301.948603,289.6159136,0.280976421,0.484784964,292531.0736,3,Africa,1,0.199446342,0.666425532,-242.1334522,17.19610437,-50.83116579,325.192608,153.5283556,0.261956528,-8.774767894,0.341459295,-0.730251263,10.50186203,2.582023794,0.725195624,102,59,1,59,0.733353513,142.608187,132.4211096,1.280766729,0.920404015,0.576001869,0.54118986
75796,221.6799927,16.48204535,8.72E-05,0.014925301,6.93E-05,6.93E-05,298.7579888,2.620755786,299.4702783,0.003371137,0.000486,1.227795704,296.0068801,303.4702261,290.5007787,0.232151704,1.083672488,1769725.764,3,Africa,1,0.199446342,0.666425532,-44.17152014,38.72156337,-77.06842779,-105.5484333,-79.77988435,0.080514459,-1.112562516,0.329687804,-0.759326935,2.625299787,-1.619569086,0.130001341,114,64,0,64,1.016986817,138.0571832,123.6239998,1.45223682,1.138737598,0.520756843,0.743321061
75806,84.0469971,15.1054248,9.37E-05,0.015181846,7.75E-05,7.75E-05,296.4629886,2.336872581,298.092554,0.003564331,0.000509,0.741602343,294.422735,301.801999,289.603633,0.278535954,0.480815109,225043.9124,3,Africa,1,0.199446342,0.666425532,-468.0315919,20.95980704,-15.47881759,394.3422728,348.9066554,0.300568514,-11.70763007,0.86587694,-1.624693782,7.135572771,3.378974973,0.649451187,89,43,2,43,0.530270358,120.7158614,97.80370291,0.737668542,0.487292025,0.547843328,0.516141564
75830,304.3439941,17.92581859,8.72E-05,0.013063566,5.94E-05,5.94E-05,298.3868009,2.812282991,298.3934819,0.002104262,0.00038,1.149148204,294.3636695,302.4014628,287.5412031,0.181137157,1.238934089,761329.7194,3,Africa,1,0.199446342,0.666425532,-78.95369068,16.88809533,-62.98142581,82.36613967,146.8779819,0.090500775,-7.595445292,0.801863459,-1.698315693,3.464270154,1.442823675,0.353190938,109,68,0,68,0.773297925,135.6655595,131.201853,1.195769016,1.035183299,0.58602796,0.493605565
144,136.1174383,16.27091688,8.16E-05,0.015472944,6.96E-05,6.96E-05,304.0470993,3.650193233,301.9086936,0.002416796,0.000185,1.077297106,300.5213791,309.658396,291.6750501,0.164842506,0.856808772,259675.9237,3,Asia,2,0.199446342,0.666425532,-475.7207118,21.25161584,0.455328707,543.8574364,92.19898544,0.268422194,-13.52339231,0.77226828,0.010004431,10.1561206,2.430748826,0.546841313,44,24,0,24,1.450713748,162.4775669,137.7400038,2.517234553,2.761824163,0.698622576,0.470650514
153,294.5551101,15.82210184,8.51E-05,0.016331087,7.09E-05,7.09E-05,303.7922122,3.578053947,301.7759091,0.002584299,0.000191,1.036031773,300.5481032,309.2753189,292.0735669,0.165320526,0.807064375,687361.2988,3,Asia,2,0.199446342,0.666425532,-420.9151563,13.79455663,25.50951208,554.3281728,106.5357053,0.309189218,-12.44938049,0.567127936,-0.425838891,11.317152,3.322176719,0.603578774,128,65,2,65,1.171695835,162.3697426,157.8767758,1.955717792,1.879768598,0.658006237,0.523809333
293,178.9416705,14.69080377,8.73E-05,0.01743113,0.000101,0.000101,302.4743446,3.099744808,300.9038757,0.003338943,0.000188,0.938040279,299.9796192,307.9493208,292.2505673,0.185307192,0.699567132,429802.5405,3,Asia,2,0.199446342,0.666425532,-388.0098696,39.61328332,-34.24052126,178.4256539,113.1054452,0.222309346,-6.993222539,-0.040199447,0.654687994,12.13736441,1.542313878,0.529534125,59,34,0,34,1.310764284,129.4216236,126.1767881,1.730117835,1.773041597,0.644733292,0.424411639
385,368.9134927,15.79793541,8.20E-05,0.015637514,9.44E-05,9.44E-05,303.6363523,3.653240853,301.5120705,0.002684649,0.000194,1.181154288,300.2548002,309.171494,291.6314915,0.179106088,0.952069894,990078.7577,3,Asia,2,0.199446342,0.666425532,-149.2554196,9.72114924,-18.03417036,289.7150167,103.7394885,0.117867507,-7.18006289,0.463445457,-0.752120859,7.193791972,1.374046133,0.467944665,164,88,1,88,1.067863518,152.0762845,147.1760331,1.662781496,1.619677444,0.60197412,0.462906345
426,142.7611866,13.86660663,8.81E-05,0.018477799,0.000101,0.000101,302.0205378,2.58994386,300.7298144,0.004417218,0.00025,0.570137505,299.9592826,307.2043027,292.9512866,0.238047503,0.408876406,504872.7293,3,Asia,2,0.199446342,0.666425532,30.8689057,21.97773103,-71.32609945,-23.00252871,-47.50182066,0.114852435,-3.595102516,0.646684466,-1.428452942,1.509218162,-0.785397376,0.304548549,59,44,0,44,1.286355514,145.08225,136.5306571,1.941376888,1.832756537,0.535937811,0.516587618
461,77.80211868,15.67840147,8.15E-05,0.015545134,9.51E-05,9.51E-05,303.5347114,3.650192941,301.4085239,0.00271371,0.000197,1.197109932,300.1530143,309.0726379,291.5663122,0.183261345,0.974117182,153304.8577,3,Asia,2,0.199446342,0.666425532,-124.4878705,64.38313699,-38.07420404,-388.3624699,-213.0576444,0.202900556,-9.229873166,1.32101941,-1.46860372,-1.485584349,-0.13140911,0.580166312,37,24,0,24,0.999436037,165.7881222,160.097586,1.737417084,1.703412878,0.576084742,0.446040619
511,253.0644495,15.40631659,8.54E-05,0.016641892,0.000104,0.000104,303.4300222,3.62606948,301.433889,0.002821415,0.00019,1.183074863,300.4045555,308.7881231,292.2514377,0.169230839,0.937614975,842439.3907,3,Asia,2,0.199446342,0.666425532,138.9199123,-1.778965527,2.322312412,42.93578888,-18.30236192,0.011281988,-5.084396859,0.454773779,-0.557355103,3.794992193,0.88285697,0.338557906,127,78,0,78,1.110373142,140.1378632,139.5002319,1.597419841,1.558378015,0.604239758,0.51921635
541,874.3513293,14.63487866,8.70E-05,0.017509576,0.000106,0.000106,302.8734059,3.408648949,301.1216832,0.00338458,0.000205,1.02430074,300.2557812,308.1864364,292.6649094,0.187428683,0.784625766,3832888.146,3,Asia,2,0.199446342,0.666425532,-65.90435211,16.60802098,8.272384976,10.71836965,45.92536921,0.045215183,-8.081026157,0.693867041,-0.484194698,5.691979261,0.537434717,0.366882025,200,91,0,91,1.35502925,152.5189097,144.4111021,1.999975828,1.894245771,0.567544577,0.797302885
